Date,Open,High,Low,Close,Adj Close,Volume
3/29/2015,2.0386,2.0425,2.0284,2.039,2.039,-
3/30/2015,2.0373,2.0388,2.0281,2.0375,2.0375,-
3/31/2015,2.0362,2.0366,2.0164,2.0361,2.0361,-
4/1/2015,2.0214,2.0221,2.0092,2.0216,2.0216,-
4/2/2015,2.0119,2.0155,2.0059,2.0122,2.0122,-
4/5/2015,2.0121,2.0222,2.0103,2.013,2.013,-
4/6/2015,2.0192,2.024,2.0131,2.0194,2.0194,-
4/7/2015,2.0152,2.0257,2.0129,2.0155,2.0155,-
4/8/2015,2.0173,2.0184,1.9997,2.0172,2.0172,-
4/9/2015,1.9994,2.0041,1.9909,1.9994,1.9994,-
4/12/2015,2.002,2.0135,1.9942,2.0023,2.0023,-
4/13/2015,2.0125,2.0125,1.9904,2.012,2.012,-
4/14/2015,2.009,2.0125,2.0008,2.0092,2.0092,-
4/15/2015,2.011,2.0209,2.0066,2.011,2.011,-
4/16/2015,2.0168,2.0209,2.0081,2.0158,2.0158,-
4/19/2015,2.0093,2.0142,2.0071,2.0092,2.0092,-
4/20/2015,2.0097,2.0188,2.0068,2.0101,2.0101,-
4/21/2015,2.0179,2.0285,2.0117,2.0185,2.0185,-
4/22/2015,2.0261,2.0263,2.0149,2.0262,2.0262,-
4/23/2015,2.0198,2.0247,2.0143,2.021,2.021,-
4/26/2015,2.0227,2.0238,2.0149,2.0219,2.0219,-
4/27/2015,2.0206,2.0259,2.0157,2.0206,2.0206,-
4/28/2015,2.0211,2.0391,2.021,2.0211,2.0211,-
4/29/2015,2.0381,2.0492,2.0321,2.0381,2.0381,-
4/30/2015,2.0324,2.037,2.0103,2.0325,2.0325,-
5/3/2015,2.0153,2.0201,2.0115,2.0142,2.0142,-
5/4/2015,2.014,2.0271,2.0136,2.0141,2.0141,-
5/5/2015,2.0206,2.0233,2.0114,2.0207,2.0207,-
5/6/2015,2.0168,2.031,2.0168,2.0164,2.0164,-
5/7/2015,2.0513,2.0662,2.0439,2.0518,2.0518,-
5/10/2015,2.0534,2.083,2.0524,2.0536,2.0536,-
5/11/2015,2.0826,2.0963,2.0781,2.0826,2.0826,-
5/12/2015,2.0904,2.0956,2.0776,2.0903,2.0903,-
5/13/2015,2.0859,2.0868,2.0747,2.086,2.086,-
5/14/2015,2.081,2.0883,2.0805,2.0814,2.0814,-
5/17/2015,2.0778,2.0804,2.0697,2.0779,2.0779,-
5/18/2015,2.0795,2.0817,2.0605,2.0792,2.0792,-
5/19/2015,2.0709,2.0835,2.0697,2.0704,2.0704,-
5/20/2015,2.077,2.0972,2.0745,2.0765,2.0765,-
5/21/2015,2.0908,2.0915,2.0684,2.0913,2.0913,-
5/24/2015,2.069,2.0809,2.069,2.0685,2.0685,-
5/25/2015,2.0743,2.0815,2.0715,2.0761,2.0761,-
5/26/2015,2.076,2.0813,2.0695,2.0762,2.0762,-
5/27/2015,2.0734,2.075,2.0612,2.0735,2.0735,-
5/28/2015,2.0655,2.0674,2.0539,2.0651,2.0651,-
5/31/2015,2.0617,2.0657,2.0541,2.062,2.062,-
6/1/2015,2.0606,2.0694,2.0583,2.0608,2.0608,-
6/2/2015,2.0678,2.0697,2.0551,2.0679,2.0679,-
6/3/2015,2.0595,2.0755,2.0587,2.0594,2.0594,-
6/4/2015,2.0708,2.0722,2.0611,2.0709,2.0709,-
6/7/2015,2.0732,2.0797,2.0711,2.0734,2.0734,-
6/8/2015,2.0765,2.0797,2.0637,2.0768,2.0768,-
6/9/2015,2.0794,2.0862,2.0721,2.0797,2.0797,-
6/10/2015,2.0823,2.0891,2.0787,2.0819,2.0819,-
6/11/2015,2.0871,2.0941,2.0846,2.0865,2.0865,-
6/14/2015,2.0937,2.0963,2.0854,2.0924,2.0924,-
6/15/2015,2.0994,2.1044,2.0921,2.0997,2.0997,-
6/16/2015,2.1006,2.1222,2.0998,2.1002,2.1002,-
6/17/2015,2.1177,2.1191,2.1079,2.1174,2.1174,-
6/18/2015,2.1186,2.1223,2.1159,2.1185,2.1185,-
6/21/2015,2.1184,2.1199,2.1079,2.1186,2.1186,-
6/22/2015,2.1139,2.1158,2.1075,2.1142,2.1142,-
6/23/2015,2.1092,2.1222,2.1087,2.1092,2.1092,-
6/24/2015,2.1088,2.1165,2.1053,2.1091,2.1091,-
6/25/2015,2.1145,2.1246,2.1136,2.1143,2.1143,-
6/28/2015,2.1254,2.1277,2.115,2.1256,2.1256,-
6/29/2015,2.1182,2.1221,2.111,2.1181,2.1181,-
6/30/2015,2.1128,2.1171,2.107,2.1131,2.1131,-
7/1/2015,2.1114,2.1124,2.1032,2.1113,2.1113,-
7/2/2015,2.1048,2.109,2.0973,2.1052,2.1052,-
7/5/2015,2.101,2.107,2.0973,2.1016,2.1016,-
7/6/2015,2.106,2.11,2.0922,2.1055,2.1055,-
7/7/2015,2.0937,2.0972,2.0721,2.0936,2.0936,-
7/8/2015,2.0756,2.0835,2.0744,2.0758,2.0758,-
7/9/2015,2.0743,2.0955,2.0724,2.0744,2.0744,-
7/12/2015,2.0963,2.1108,2.0936,2.0965,2.0965,-
7/13/2015,2.1041,2.122,2.1031,2.1022,2.1022,-
7/14/2015,2.1271,2.1358,2.1257,2.127,2.127,-
7/15/2015,2.1343,2.139,2.1256,2.1348,2.1348,-
7/16/2015,2.1327,2.141,2.1268,2.1327,2.1327,-
7/19/2015,2.1359,2.1409,2.1327,2.1356,2.1356,-
7/20/2015,2.1344,2.1358,2.1191,2.1347,2.1347,-
7/21/2015,2.1211,2.1369,2.121,2.1207,2.1207,-
7/22/2015,2.1318,2.1409,2.1237,2.1317,2.1317,-
7/23/2015,2.1244,2.1308,2.1207,2.1242,2.1242,-
7/26/2015,2.1294,2.1321,2.122,2.1296,2.1296,-
7/27/2015,2.13,2.1334,2.123,2.1303,2.1303,-
7/28/2015,2.128,2.1425,2.1264,2.1277,2.1277,-
7/29/2015,2.137,2.1488,2.136,2.1364,2.1364,-
7/30/2015,2.1448,2.1454,2.1336,2.1446,2.1446,-
8/2/2015,2.1446,2.153,2.1435,2.1447,2.1447,-
8/3/2015,2.1478,2.1531,2.144,2.1475,2.1475,-
8/4/2015,2.1506,2.1658,2.1502,2.1506,2.1506,-
8/5/2015,2.1578,2.1687,2.1437,2.1591,2.1591,-
8/6/2015,2.1463,2.1519,2.1399,2.146,2.146,-
8/9/2015,2.1442,2.1526,2.1423,2.1447,2.1447,-
8/10/2015,2.1542,2.1892,2.1512,2.1537,2.1537,-
8/11/2015,2.1831,2.2061,2.1829,2.184,2.184,-
8/12/2015,2.1845,2.1915,2.1694,2.1846,2.1846,-
8/13/2015,2.1813,2.1975,2.1797,2.1811,2.1811,-
8/16/2015,2.2014,2.2093,2.1927,2.2016,2.2016,-
8/17/2015,2.1926,2.2063,2.189,2.1928,2.1928,-
8/18/2015,2.1981,2.2014,2.196,2.1993,2.1993,-
8/19/2015,2.1973,2.2044,2.1929,2.1982,2.1982,-
8/20/2015,2.2008,2.2137,2.1982,2.2012,2.2012,-
8/23/2015,2.2164,2.2304,2.2065,2.2162,2.2162,-
8/24/2015,2.2226,2.2227,2.1964,2.2224,2.2224,-
8/25/2015,2.2042,2.2095,2.1768,2.2029,2.2029,-
8/26/2015,2.1737,2.1755,2.1528,2.1739,2.1739,-
8/27/2015,2.1573,2.1669,2.1544,2.1568,2.1568,-
8/30/2015,2.1718,2.182,2.1648,2.172,2.172,-
8/31/2015,2.1663,2.1712,2.1575,2.1663,2.1663,-
9/1/2015,2.1623,2.1694,2.1578,2.163,2.163,-
9/2/2015,2.1667,2.1702,2.1527,2.1663,2.1663,-
9/3/2015,2.1607,2.1632,2.1545,2.1604,2.1604,-
9/6/2015,2.1622,2.1832,2.1605,2.1629,2.1629,-
9/7/2015,2.1788,2.1931,2.1788,2.1797,2.1797,-
9/8/2015,2.1804,2.1826,2.1697,2.1818,2.1818,-
9/9/2015,2.1822,2.1875,2.1736,2.1814,2.1814,-
9/10/2015,2.1813,2.1864,2.174,2.1814,2.1814,-
9/13/2015,2.1806,2.1806,2.1625,2.1805,2.1805,-
9/14/2015,2.1675,2.1675,2.1519,2.1677,2.1677,-
9/15/2015,2.1517,2.17,2.1435,2.1516,2.1516,-
9/16/2015,2.1663,2.1777,2.1637,2.1673,2.1673,-
9/17/2015,2.1736,2.1826,2.1693,2.1734,2.1734,-
9/20/2015,2.1741,2.1913,2.1741,2.1743,2.1743,-
9/21/2015,2.1844,2.1943,2.177,2.1859,2.1859,-
9/22/2015,2.1762,2.1857,2.1695,2.1761,2.1761,-
9/23/2015,2.1747,2.1816,2.17,2.1744,2.1744,-
9/24/2015,2.1692,2.1711,2.1553,2.1688,2.1688,-
9/27/2015,2.1669,2.1758,2.1647,2.167,2.167,-
9/28/2015,2.1715,2.1734,2.1607,2.1692,2.1692,-
9/29/2015,2.163,2.1649,2.149,2.1632,2.1632,-
9/30/2015,2.1522,2.1668,2.1494,2.1522,2.1522,-
10/1/2015,2.1658,2.1834,2.1652,2.1653,2.1653,-
10/4/2015,2.174,2.1795,2.1527,2.1747,2.1747,-
10/5/2015,2.1521,2.1659,2.1521,2.1522,2.1522,-
10/6/2015,2.1638,2.1727,2.1528,2.1631,2.1631,-
10/7/2015,2.1621,2.1719,2.154,2.1612,2.1612,-
10/8/2015,2.1538,2.1566,2.1323,2.1543,2.1543,-
10/11/2015,2.1432,2.1504,2.1409,2.1425,2.1425,-
10/12/2015,2.1487,2.1539,2.128,2.1482,2.1482,-
10/13/2015,2.1233,2.1376,2.1181,2.1366,2.1366,-
10/14/2015,2.133,2.1368,2.1247,2.1332,2.1332,-
10/15/2015,2.1354,2.142,2.1321,2.1353,2.1353,-
10/18/2015,2.135,2.147,2.1331,2.1354,2.1354,-
10/19/2015,2.1491,2.1538,2.1464,2.1486,2.1486,-
10/20/2015,2.1481,2.1559,2.1445,2.1482,2.1482,-
10/21/2015,2.1481,2.1577,2.1449,2.1482,2.1482,-
10/22/2015,2.1449,2.1459,2.1321,2.1447,2.1447,-
10/26/2015,2.1385,2.1434,2.1339,2.1387,2.1387,-
10/27/2015,2.1366,2.1399,2.1305,2.1373,2.1373,-
10/28/2015,2.1383,2.1401,2.1287,2.1383,2.1383,-
10/29/2015,2.141,2.1509,2.1378,2.1411,2.1411,-
10/30/2015,2.1487,2.1625,2.1437,2.149,2.149,-
11/2/2015,2.1616,2.1735,2.1584,2.1617,2.1617,-
11/3/2015,2.1564,2.1584,2.1514,2.1563,2.1563,-
11/4/2015,2.1519,2.1597,2.1486,2.1523,2.1523,-
11/5/2015,2.1589,2.1663,2.1395,2.1592,2.1592,-
11/6/2015,2.1388,2.1412,2.1252,2.1387,2.1387,-
11/9/2015,2.1391,2.1525,2.1389,2.1388,2.1388,-
11/10/2015,2.1499,2.1529,2.1452,2.1501,2.1501,-
11/11/2015,2.1506,2.1602,2.1465,2.1502,2.1502,-
11/12/2015,2.1594,2.1609,2.1528,2.159,2.159,-
11/13/2015,2.1593,2.1672,2.1565,2.1595,2.1595,-
11/16/2015,2.1683,2.1688,2.1583,2.1682,2.1682,-
11/17/2015,2.1616,2.1658,2.1578,2.1618,2.1618,-
11/18/2015,2.1671,2.1704,2.1619,2.1669,2.1669,-
11/19/2015,2.1642,2.1691,2.1559,2.1642,2.1642,-
11/20/2015,2.1598,2.1619,2.1478,2.1597,2.1597,-
11/23/2015,2.146,2.1521,2.1447,2.1458,2.1458,-
11/24/2015,2.1436,2.1442,2.1279,2.1436,2.1436,-
11/25/2015,2.1253,2.1275,2.116,2.1258,2.1258,-
11/26/2015,2.1239,2.1284,2.1208,2.1237,2.1237,-
11/27/2015,2.1257,2.1278,2.121,2.1251,2.1251,-
11/30/2015,2.125,2.1269,2.1171,2.1247,2.1247,-
12/1/2015,2.1233,2.1316,2.1191,2.123,2.123,-
12/2/2015,2.1203,2.1236,2.1093,2.1199,2.1199,-
12/3/2015,2.11,2.1129,2.1026,2.11,2.11,-
12/4/2015,2.1119,2.1144,2.104,2.1121,2.1121,-
12/7/2015,2.1123,2.1197,2.1107,2.1124,2.1124,-
12/8/2015,2.1168,2.1201,2.1099,2.1164,2.1164,-
12/9/2015,2.1129,2.1307,2.1067,2.1126,2.1126,-
12/10/2015,2.1315,2.1325,2.1182,2.1315,2.1315,-
12/11/2015,2.1273,2.1522,2.1253,2.1272,2.1272,-
12/14/2015,2.1472,2.1487,2.1292,2.1472,2.1472,-
12/15/2015,2.135,2.1393,2.1167,2.1342,2.1342,-
12/16/2015,2.1142,2.1218,2.1121,2.1138,2.1138,-
12/17/2015,2.112,2.1194,2.1081,2.1115,2.1115,-
12/18/2015,2.1165,2.117,2.1022,2.1164,2.1164,-
12/21/2015,2.1046,2.1078,2.0958,2.1048,2.1048,-
12/22/2015,2.0956,2.0961,2.0812,2.0963,2.0963,-
12/23/2015,2.0804,2.097,2.08,2.0803,2.0803,-
12/24/2015,2.0889,2.0999,2.0877,2.0889,2.0889,-
12/25/2015,2.0941,2.0985,2.0902,2.0925,2.0925,-
12/28/2015,2.0958,2.1003,2.0954,2.0964,2.0964,-
12/29/2015,2.095,2.1032,2.0889,2.0948,2.0948,-
12/30/2015,2.0924,2.1022,2.0894,2.0925,2.0925,-
12/31/2015,2.0959,2.1007,2.0876,2.0957,2.0957,-
1/1/2016,2.0959,2.1007,2.0783,2.0957,2.0957,-
1/4/2016,2.0902,2.107,2.0867,2.09,2.09,-
1/5/2016,2.0975,2.0984,2.0891,2.0975,2.0975,-
1/6/2016,2.0925,2.1028,2.0891,2.0918,2.0918,-
1/7/2016,2.1003,2.1109,2.0866,2.1002,2.1002,-
1/8/2016,2.0954,2.1025,2.0865,2.0956,2.0956,-
1/11/2016,2.0965,2.0971,2.0842,2.096,2.096,-
1/12/2016,2.0865,2.0939,2.0632,2.0862,2.0862,-
1/13/2016,2.0751,2.0766,2.0616,2.0747,2.0747,-
1/14/2016,2.0722,2.0774,2.0682,2.072,2.072,-
1/15/2016,2.0718,2.0753,2.0603,2.0717,2.0717,-
1/18/2016,2.0539,2.0599,2.0509,2.0544,2.0544,-
1/19/2016,2.0498,2.0566,2.0305,2.0499,2.0499,-
1/20/2016,2.0375,2.0467,2.0324,2.0373,2.0373,-
1/21/2016,2.0394,2.0428,2.0258,2.0399,2.0399,-
1/22/2016,2.0384,2.0503,2.0326,2.0383,2.0383,-
1/25/2016,2.0367,2.0435,2.0323,2.0369,2.0369,-
1/26/2016,2.0386,2.0443,2.0263,2.0378,2.0378,-
1/27/2016,2.045,2.0481,2.0333,2.0454,2.0454,-
1/28/2016,2.0404,2.0547,2.0325,2.0404,2.0404,-
1/29/2016,2.0494,2.0514,2.0188,2.0493,2.0493,-
2/1/2016,2.0283,2.0466,2.0281,2.0285,2.0285,-
2/2/2016,2.0528,2.0611,2.0436,2.0528,2.0528,-
2/3/2016,2.0606,2.0788,2.0564,2.0602,2.0602,-
2/4/2016,2.0659,2.067,2.0337,2.0661,2.0661,-
2/5/2016,2.0362,2.0433,2.0264,2.0362,2.0362,-
2/8/2016,2.0417,2.0434,2.0212,2.0418,2.0418,-
2/9/2016,2.0292,2.0324,2.0115,2.0302,2.0302,-
2/10/2016,2.0208,2.028,2.0107,2.0211,2.0211,-
2/11/2016,2.0201,2.0225,2.0009,2.0203,2.0203,-
2/12/2016,2.0117,2.0304,2.0086,2.0116,2.0116,-
2/15/2016,2.0275,2.0371,2.0209,2.0271,2.0271,-
2/16/2016,2.0215,2.0337,2.006,2.0209,2.0209,-
2/17/2016,2.0095,2.0177,2.0023,2.0097,2.0097,-
2/18/2016,2.0056,2.0187,2.0034,2.0054,2.0054,-
2/19/2016,2.0111,2.018,2.006,2.0113,2.0113,-
2/22/2016,2.0054,2.0106,1.9732,2.0055,2.0055,-
2/23/2016,1.9796,1.9884,1.9769,1.9798,1.9798,-
2/24/2016,1.9707,1.9713,1.9544,1.9724,1.9724,-
2/25/2016,1.9563,1.9617,1.9503,1.9559,1.9559,-
2/26/2016,1.9566,1.9655,1.9492,1.9565,1.9565,-
2/29/2016,1.9524,1.9608,1.9458,1.9528,1.9528,-
3/1/2016,1.9564,1.9627,1.9492,1.9561,1.9561,-
3/2/2016,1.9554,1.9708,1.9519,1.9559,1.9559,-
3/3/2016,1.969,1.969,1.954,1.969,1.969,-
3/4/2016,1.9672,1.9683,1.9498,1.9686,1.9686,-
3/7/2016,1.957,1.9629,1.9538,1.9562,1.9562,-
3/8/2016,1.967,1.9737,1.9634,1.9666,1.9666,-
3/9/2016,1.9681,1.9699,1.9584,1.9678,1.9678,-
3/10/2016,1.963,1.974,1.956,1.963,1.963,-
3/11/2016,1.9717,1.9753,1.961,1.9721,1.9721,-
3/14/2016,1.9753,1.9784,1.9698,1.9747,1.9747,-
3/15/2016,1.9652,1.9709,1.9527,1.9653,1.9653,-
3/16/2016,1.9552,1.9554,1.945,1.9551,1.9551,-
3/17/2016,1.9468,1.9622,1.937,1.9473,1.9473,-
3/18/2016,1.9569,1.9689,1.9535,1.9555,1.9555,-
3/21/2016,1.9635,1.9678,1.953,1.9639,1.9639,-
3/22/2016,1.9559,1.9617,1.9324,1.9556,1.9556,-
3/23/2016,1.9348,1.9389,1.9273,1.9349,1.9349,-
3/24/2016,1.9294,1.9392,1.9259,1.9294,1.9294,-
3/25/2016,1.9342,1.9398,1.9339,1.9332,1.9332,-
3/27/2016,1.9392,1.9537,1.9365,1.9388,1.9388,-
3/28/2016,1.9513,1.9555,1.9456,1.9514,1.9514,-
3/29/2016,1.9473,1.9518,1.9425,1.9477,1.9477,-
3/30/2016,1.9416,1.9421,1.9264,1.9416,1.9416,-
3/31/2016,1.9368,1.9396,1.9125,1.9365,1.9365,-
4/3/2016,1.918,1.9329,1.9167,1.9182,1.9182,-
4/4/2016,1.9294,1.9355,1.9164,1.9293,1.9293,-
4/5/2016,1.9179,1.9195,1.9,1.918,1.918,-
4/6/2016,1.9018,1.9078,1.8968,1.9023,1.9023,-
4/7/2016,1.9011,1.9079,1.896,1.9015,1.9015,-
4/10/2016,1.9047,1.9181,1.899,1.9045,1.9045,-
4/11/2016,1.9124,1.9288,1.9117,1.9122,1.9122,-
4/12/2016,1.9164,1.9253,1.9151,1.9163,1.9163,-
4/13/2016,1.9159,1.9328,1.9159,1.9159,1.9159,-
4/14/2016,1.927,1.9306,1.922,1.9268,1.9268,-
4/17/2016,1.9296,1.9313,1.9198,1.9294,1.9294,-
4/18/2016,1.9283,1.9318,1.9204,1.9293,1.9293,-
4/19/2016,1.9257,1.9325,1.9228,1.9256,1.9256,-
4/20/2016,1.9258,1.9399,1.9256,1.9264,1.9264,-
4/21/2016,1.9333,1.9498,1.9319,1.9326,1.9326,-
4/24/2016,1.9564,1.9616,1.9493,1.9557,1.9557,-
4/25/2016,1.959,1.9768,1.9582,1.9583,1.9583,-
4/26/2016,1.9693,1.9726,1.9626,1.9691,1.9691,-
4/27/2016,1.9598,1.9663,1.9554,1.9601,1.9601,-
4/28/2016,1.9639,1.971,1.9586,1.9637,1.9637,-
5/1/2016,1.9619,1.9702,1.9601,1.9617,1.9617,-
5/2/2016,1.9665,1.9792,1.9636,1.9664,1.9664,-
5/3/2016,1.9663,1.971,1.961,1.966,1.966,-
5/4/2016,1.9694,1.9717,1.963,1.969,1.969,-
5/5/2016,1.9684,1.972,1.9614,1.9681,1.9681,-
5/8/2016,1.964,1.9751,1.9619,1.9645,1.9645,-
5/9/2016,1.9775,1.9806,1.9729,1.9773,1.9773,-
5/10/2016,1.9769,1.9806,1.972,1.9769,1.9769,-
5/11/2016,1.9736,1.9897,1.9726,1.9734,1.9734,-
5/12/2016,1.9841,1.9869,1.9684,1.9834,1.9834,-
5/15/2016,1.97,1.9725,1.9625,1.9694,1.9694,-
5/16/2016,1.9779,1.9857,1.9758,1.978,1.978,-
5/17/2016,1.9811,2.0124,1.9808,1.9809,1.9809,-
5/18/2016,2.0167,2.0216,2.008,2.0161,2.0161,-
5/19/2016,2.0137,2.0162,2.0052,2.0134,2.0134,-
5/22/2016,2.001,2.0069,1.9927,2.0009,2.0009,-
5/23/2016,1.9962,2.0213,1.996,1.996,1.996,-
5/24/2016,2.0196,2.0304,2.0139,2.0185,2.0185,-
5/25/2016,2.0256,2.0307,2.0155,2.0255,2.0255,-
5/26/2016,2.0139,2.0192,2.0102,2.0138,2.0138,-
5/29/2016,2.0181,2.0228,2.014,2.0183,2.0183,-
5/30/2016,2.0185,2.031,2.0015,2.018,2.018,-
5/31/2016,1.995,1.9992,1.9829,1.9947,1.9947,-
6/1/2016,1.9852,1.9915,1.9818,1.9856,1.9856,-
6/2/2016,1.9819,1.9872,1.9733,1.9815,1.9815,-
6/5/2016,1.9547,1.9647,1.9539,1.9538,1.9538,-
6/6/2016,1.9593,1.982,1.9593,1.9596,1.9596,-
6/7/2016,1.9655,1.9719,1.9582,1.9654,1.9654,-
6/8/2016,1.9534,1.9623,1.9492,1.9539,1.9539,-
6/9/2016,1.9592,1.9608,1.9392,1.9584,1.9584,-
6/12/2016,1.9307,1.9375,1.9147,1.931,1.931,-
6/13/2016,1.9266,1.9273,1.9103,1.9261,1.9261,-
6/14/2016,1.9139,1.9242,1.9133,1.9143,1.9143,-
6/15/2016,1.9172,1.9181,1.8979,1.917,1.917,-
6/16/2016,1.923,1.9316,1.9203,1.9249,1.9249,-
6/19/2016,1.9618,1.9744,1.9552,1.9614,1.9614,-
6/20/2016,1.9702,1.9811,1.9665,1.9701,1.9701,-
6/21/2016,1.969,1.975,1.9652,1.9691,1.9691,-
6/22/2016,1.9774,1.9973,1.9681,1.9775,1.9775,-
6/23/2016,1.9545,1.9651,1.8024,1.9553,1.9553,-
6/26/2016,1.8221,1.8259,1.7885,1.8245,1.8245,-
6/27/2016,1.8016,1.8156,1.7983,1.8021,1.8021,-
6/28/2016,1.8061,1.8222,1.798,1.8055,1.8055,-
6/29/2016,1.8117,1.8203,1.7843,1.8128,1.8128,-
6/30/2016,1.7963,1.797,1.7824,1.7952,1.7952,-
7/3/2016,1.7871,1.7916,1.7818,1.7872,1.7872,-
7/4/2016,1.788,1.7889,1.7584,1.7881,1.7881,-
7/5/2016,1.7539,1.7588,1.7372,1.7523,1.7523,-
7/6/2016,1.7439,1.7587,1.7422,1.7447,1.7447,-
7/7/2016,1.7423,1.7497,1.7407,1.7428,1.7428,-
7/10/2016,1.7416,1.757,1.7348,1.742,1.742,-
7/11/2016,1.7541,1.7852,1.7533,1.7538,1.7538,-
7/12/2016,1.7874,1.7964,1.7745,1.7884,1.7884,-
7/13/2016,1.7676,1.81,1.766,1.7675,1.7675,-
7/14/2016,1.7946,1.8106,1.7779,1.7942,1.7942,-
7/17/2016,1.7824,1.7945,1.7816,1.7817,1.7817,-
7/18/2016,1.7892,1.791,1.7743,1.7891,1.7891,-
7/19/2016,1.7745,1.793,1.7705,1.7744,1.7744,-
7/20/2016,1.7976,1.7992,1.7842,1.799,1.799,-
7/21/2016,1.792,1.8003,1.7742,1.7927,1.7927,-
7/24/2016,1.7831,1.7915,1.7828,1.7839,1.7839,-
7/25/2016,1.7852,1.7885,1.774,1.7852,1.7852,-
7/26/2016,1.7854,1.7866,1.7751,1.7857,1.7857,-
7/27/2016,1.7852,1.7883,1.7746,1.7848,1.7848,-
7/28/2016,1.7796,1.7852,1.7709,1.7792,1.7792,-
7/31/2016,1.7736,1.7789,1.7643,1.7734,1.7734,-
8/1/2016,1.7697,1.783,1.7672,1.7695,1.7695,-
8/2/2016,1.7882,1.7938,1.783,1.7876,1.7876,-
8/3/2016,1.7884,1.7911,1.7613,1.788,1.788,-
8/4/2016,1.7613,1.7647,1.7526,1.7615,1.7615,-
8/7/2016,1.7629,1.7652,1.7559,1.7637,1.7637,-
8/8/2016,1.7541,1.7544,1.7448,1.7544,1.7544,-
8/9/2016,1.7488,1.755,1.7418,1.7484,1.7484,-
8/10/2016,1.7451,1.7488,1.739,1.7447,1.7447,-
8/11/2016,1.7405,1.7487,1.7377,1.7404,1.7404,-
8/14/2016,1.7366,1.7423,1.7271,1.7372,1.7372,-
8/15/2016,1.7288,1.7443,1.7271,1.7297,1.7297,-
8/16/2016,1.7442,1.7535,1.7442,1.7451,1.7451,-
8/17/2016,1.7487,1.766,1.7474,1.7479,1.7479,-
8/18/2016,1.7634,1.7691,1.7547,1.7626,1.7626,-
8/21/2016,1.7622,1.7753,1.7609,1.7612,1.7612,-
8/22/2016,1.774,1.7815,1.7715,1.7731,1.7731,-
8/23/2016,1.7836,1.7967,1.7801,1.7833,1.7833,-
8/24/2016,1.7935,1.7955,1.783,1.7924,1.7924,-
8/25/2016,1.7841,1.7892,1.7783,1.7836,1.7836,-
8/28/2016,1.7853,1.787,1.7771,1.7848,1.7848,-
8/29/2016,1.781,1.7882,1.7788,1.7808,1.7808,-
8/30/2016,1.7839,1.7932,1.7818,1.7845,1.7845,-
8/31/2016,1.7883,1.8118,1.7876,1.7885,1.7885,-
9/1/2016,1.8046,1.8127,1.7993,1.8037,1.8037,-
9/4/2016,1.8083,1.815,1.8029,1.8079,1.8079,-
9/5/2016,1.8062,1.8142,1.8041,1.8055,1.8055,-
9/6/2016,1.8049,1.8086,1.7951,1.8053,1.8053,-
9/7/2016,1.7969,1.7999,1.7906,1.7969,1.7969,-
9/8/2016,1.7969,1.8076,1.7961,1.7969,1.7969,-
9/11/2016,1.8046,1.8103,1.8022,1.8041,1.8041,-
9/12/2016,1.8076,1.8137,1.7982,1.8079,1.8079,-
9/13/2016,1.8034,1.8069,1.7944,1.8024,1.8024,-
9/14/2016,1.8079,1.8115,1.7983,1.8073,1.8073,-
9/15/2016,1.8026,1.8046,1.7883,1.8035,1.8035,-
9/18/2016,1.7795,1.7839,1.7748,1.7791,1.7791,-
9/19/2016,1.7754,1.7788,1.7626,1.7759,1.7759,-
9/20/2016,1.7671,1.7711,1.7607,1.7672,1.7672,-
9/21/2016,1.7627,1.7764,1.7606,1.7641,1.7641,-
9/22/2016,1.774,1.7754,1.7558,1.7735,1.7735,-
9/25/2016,1.7643,1.7681,1.7568,1.7629,1.7629,-
9/26/2016,1.7638,1.7698,1.758,1.764,1.764,-
9/27/2016,1.7675,1.7724,1.7662,1.7686,1.7686,-
9/28/2016,1.7714,1.7769,1.7668,1.7716,1.7716,-
9/29/2016,1.7689,1.774,1.7654,1.7684,1.7684,-
10/2/2016,1.7628,1.7679,1.7507,1.764,1.764,-
10/3/2016,1.7545,1.7576,1.7428,1.7545,1.7545,-
10/4/2016,1.7452,1.7498,1.7394,1.745,1.745,-
10/5/2016,1.7452,1.7467,1.734,1.7452,1.7452,-
10/6/2016,1.7021,1.7147,1.6811,1.7011,1.7011,-
10/9/2016,1.7067,1.7079,1.6976,1.7066,1.7066,-
10/10/2016,1.6982,1.6997,1.6822,1.697,1.697,-
10/11/2016,1.6905,1.6995,1.6835,1.6901,1.6901,-
10/12/2016,1.6876,1.6924,1.6817,1.6867,1.6867,-
10/13/2016,1.6932,1.7006,1.6843,1.6889,1.6889,-
10/16/2016,1.6935,1.6951,1.6857,1.6943,1.6943,-
10/17/2016,1.6947,1.708,1.6942,1.6942,1.6942,-
10/18/2016,1.7042,1.709,1.6991,1.7051,1.7051,-
10/19/2016,1.7033,1.7077,1.697,1.7029,1.7029,-
10/20/2016,1.7053,1.707,1.6965,1.7044,1.7044,-
10/23/2016,1.7024,1.7041,1.6975,1.7019,1.7019,-
10/24/2016,1.7043,1.7043,1.6842,1.703,1.703,-
10/25/2016,1.6905,1.7011,1.6879,1.6904,1.6904,-
10/26/2016,1.7019,1.708,1.6964,1.7008,1.7008,-
10/27/2016,1.6969,1.6999,1.688,1.697,1.697,-
10/31/2016,1.6974,1.6988,1.6913,1.6978,1.6978,-
11/1/2016,1.7016,1.706,1.696,1.7026,1.7026,-
